"","X","gvkey","datadate","viol","fyearq","fqtr","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","ibq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","xintq","prccq","splticrm","sich","sic","cuur0000aa0","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","Year","gvkey.1","datadate.1","fyearq.1","fqtr.1","indfmt","curcdq","datacqtr.1","datafqtr.1","prcraq","aqcy","capxy","prstkcy","costat","dvpspq","Index.1","Index.Correct","time","time.2"
"900",65683,133985,"31.03.07",1,2007,1,"2007Q1","2007Q1",44.656,80.268,28.873,45.3,0,0,-1.146,20.943,23.259,-0.615,4.229,16.469,57.009,0,NA,4.99,"",NA,7372,615.145,"http://www.sec.gov/Archives/edgar/data/1041403/0000950134-07-011053.txt",1041403,"10-Q","CORILLIAN CORP","31.03.07","10.05.07",2007,133985,"31.03.07",2007,1,"INDL","USD","2007Q1","2007Q1",NA,0,0.663,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1041403/0000950134-07-011053","http://www.sec.gov/Archives/edgar/data/1041403/0000950134-07-011053-index.htm","2007-05-10 14:32:26","14:32:26"
"901",65699,134026,"31.03.04",1,2004,1,"2004Q1","2004Q1",190.551,1545.425,8.274,104.533,2.085,829.62,-34.092,174.405,1258.699,-18.19,26.67,33.401,286.726,0,14.218,8.09,"",4841,4841,561.5,"http://www.sec.gov/Archives/edgar/data/1103837/0001047469-04-016653.txt",1103837,"10-Q","CROWN MEDIA HOLDINGS INC","31.03.04","10.05.04",2004,134026,"31.03.04",2004,1,"INDL","USD","2004Q1","2004Q1",NA,0,0.121,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1103837/0001047469-04-016653","http://www.sec.gov/Archives/edgar/data/1103837/0001047469-04-016653-index.htm","2004-05-10 16:01:49","16:01:49"
"902",65713,134026,"30.09.07",1,2007,3,"2007Q3","2007Q3",202.512,702.732,0.003,100.431,0.721,1061.257,-37.877,154.86,1322.105,-4.568,15.775,55.312,-619.373,0,26.086,7.19,"",4841,4841,624.543,"http://www.sec.gov/Archives/edgar/data/1103837/0001104659-07-081113.txt",1103837,"10-Q","CROWN MEDIA HOLDINGS INC","30.09.07","08.11.07",2007,134026,"30.09.07",2007,3,"INDL","USD","2007Q3","2007Q3",NA,0,0.97,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1103837/0001104659-07-081113","http://www.sec.gov/Archives/edgar/data/1103837/0001104659-07-081113-index.htm","2007-11-08 14:40:04","14:40:04"
"903",65866,134932,"31.12.05",1,2005,4,"2005Q4","2005Q4",600.3,1148.5,233.3,310.637,73.9,993.1,46.7,398.3,1424,80.1,438.5,341.8,-300.3,1.2,15.4,5.53,"B+",3674,3674,589.4,"http://www.sec.gov/Archives/edgar/data/1097864/0001193125-06-036587.txt",1097864,"10-K","ON SEMICONDUCTOR CORP","31.12.05","22.02.06",2005,134932,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",NA,0,47.8,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1097864/0001193125-06-036587","http://www.sec.gov/Archives/edgar/data/1097864/0001193125-06-036587-index.htm","2006-02-22 14:28:43","14:28:43"
"904",65937,135245,"31.03.05",1,2005,1,"2005Q1","2005Q1",14.883,16.8,0.815,2.612,14.715,0.247,0,15.754,16.922,0,0.38,0,-0.122,0,0,0.0925,"",9995,9995,579,"http://www.sec.gov/Archives/edgar/data/1054303/0001021890-05-000067.txt",1054303,"10QSB","ENTRUST FINANCIAL SERVICES INC","31.03.05","11.05.05",2005,135245,"31.03.05",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,0.002,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1054303/0001021890-05-000067","http://www.sec.gov/Archives/edgar/data/1054303/0001021890-05-000067-index.htm","2005-05-11 14:35:50","14:35:50"
"905",65957,135401,"31.03.05",1,2005,1,"2005Q1","2005Q1",7.855,20.131,0.473,23.742,2.331,4.984,0.305,12.242,17.493,0.61,4.479,7.418,2.638,0.267,0.116,1.02,"",3579,3663,579,"http://www.sec.gov/Archives/edgar/data/1103544/0001161697-05-000564.txt",1103544,"10QSB","ADSERO CORP","31.03.05","27.05.05",2005,135401,"31.03.05",2005,1,"INDL","USD","2005Q1","2005Q1",NA,3.132,0,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1103544/0001161697-05-000564","http://www.sec.gov/Archives/edgar/data/1103544/0001161697-05-000564-index.htm","2005-05-27 13:06:09","13:06:09"
"906",66031,135844,"30.06.06",1,2006,3,"2006Q2","2006Q3",78.508,87.991,66.68,16.808,0.108,4.242,-1.161,4.13,9.032,-2.699,9.143,2.991,78.959,0.521,0.05,14.06,"",3812,3577,607.8,"http://www.sec.gov/Archives/edgar/data/836690/0001104659-06-051974.txt",836690,"10-Q","INNOVATIVE SOLUTIONS & SUPPORT INC","30.06.06","07.08.06",2006,135844,"30.06.06",2006,3,"INDL","USD","2006Q2","2006Q3",13.98,0,0.387,18.086,"A",0,"http://www.sec.gov/Archives/edgar/data/836690/0001104659-06-051974","http://www.sec.gov/Archives/edgar/data/836690/0001104659-06-051974-index.htm","2006-08-07 14:49:11","14:49:11"
"907",66128,135986,"31.12.07",1,2007,4,"2007Q4","2007Q4",346.648,816.668,188.288,35.322,0,325,11.115,60.521,391.671,24.495,29.676,104.964,424.997,4.408,2.831,20.45,"",5122,5122,629.174,"http://www.sec.gov/Archives/edgar/data/1106773/0001047469-08-002101.txt",1106773,"10-K","SCIELE PHARMA, INC.","31.12.07","29.02.08",2007,135986,"31.12.07",2007,4,"INDL","USD","2007Q4","2007Q4",20.83,127.109,22.958,34.344,"I",0,"http://www.sec.gov/Archives/edgar/data/1106773/0001047469-08-002101","http://www.sec.gov/Archives/edgar/data/1106773/0001047469-08-002101-index.htm","2008-02-29 16:59:00","16:59:00"
"908",66186,136307,"30.09.04",1,2004,3,"2004Q3","2004Q3",14.084,76.008,13.774,26.264,0,0,-4.157,2.294,3.678,-4.018,1.923,0,72.33,0,0.016,11.24,"",8731,3690,568.7,"http://www.sec.gov/Archives/edgar/data/1090507/0001072613-04-002047.txt",1090507,"10-Q","MEDIS TECHNOLOGIES LTD","30.09.04","09.11.04",2004,136307,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,0.807,NA,"I",0,"http://www.sec.gov/Archives/edgar/data/1090507/0001072613-04-002047","http://www.sec.gov/Archives/edgar/data/1090507/0001072613-04-002047-index.htm","2004-11-09 08:45:50","08:45:50"
"909",66238,136648,"31.03.05",1,2005,1,"2005Q1","2005Q1",4557,10286,809,129,522,1513,-163,4026,10171,73,5173,4987,115,287,34,5.71,"BB+",3714,3714,579,"http://www.sec.gov/Archives/edgar/data/1111335/0000950124-05-006589.txt",1111335,"10-Q","VISTEON CORP","31.03.05","22.11.05",2005,136648,"31.03.05",2005,1,"INDL","USD","2005Q1","2005Q1",NA,NA,127,1,"A",0,"http://www.sec.gov/Archives/edgar/data/1111335/0000950124-05-006589","http://www.sec.gov/Archives/edgar/data/1111335/0000950124-05-006589-index.htm","2005-11-22 16:57:30","16:57:30"
"910",66400,137131,"30.09.05",1,2005,3,"2005Q3","2005Q3",498.767,2589.395,171.553,72.245,80.555,297.728,29.889,318.25,794.106,68.413,386.31,242.829,1785.648,87.189,4.777,43.62,"BB+",8731,8731,595.4,"http://www.sec.gov/Archives/edgar/data/1100682/0001104659-05-050955.txt",1100682,"10-Q","CHARLES RIVER LABORATORIES INTERNATIONAL INC","24.09.05","28.10.05",2005,137131,"30.09.05",2005,3,"INDL","USD","2005Q3","2005Q3",47.04,3.432,69.952,3.115,"A",0,"http://www.sec.gov/Archives/edgar/data/1100682/0001104659-05-050955","http://www.sec.gov/Archives/edgar/data/1100682/0001104659-05-050955-index.htm","2005-10-28 16:05:55","16:05:55"
"911",66534,137434,"31.12.05",1,2005,4,"2005Q4","2005Q4",66.639,83.91,33.923,30.845,0.437,0.025,-5.391,23.737,24.561,-0.995,2.41,23.612,59.349,0,NA,9.66,"",3577,3577,589.4,"http://www.sec.gov/Archives/edgar/data/1075656/0000950124-06-001030.txt",1075656,"10-K","MOBILITY ELECTRONICS INC","31.12.05","08.03.06",2005,137434,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",NA,0,1.411,NA,"A",0,"http://www.sec.gov/Archives/edgar/data/1075656/0000950124-06-001030","http://www.sec.gov/Archives/edgar/data/1075656/0000950124-06-001030-index.htm","2006-03-08 06:01:48","06:01:48"
"912",66784,137864,"30.06.04",1,2004,2,"2004Q2","2004Q2",44.485,73.684,33.709,63.058,7.365,0.174,-3.813,25.836,31.129,-1.395,12.684,17.654,42.555,0,NA,2.15,"",NA,7371,568.2,"http://www.sec.gov/Archives/edgar/data/1111001/0001111001-04-000022.txt",1111001,"10-Q","CORIO INC","30.06.04","13.08.04",2004,137864,"30.06.04",2004,2,"INDL","USD","2004Q2","2004Q2",NA,0,5.772,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1111001/0001111001-04-000022","http://www.sec.gov/Archives/edgar/data/1111001/0001111001-04-000022-index.htm","2004-08-13 15:52:01","15:52:01"
"913",66802,137884,"31.12.05",1,2005,4,"2005Q4","2005Q4",7.455,10.902,1.428,583.369,1.105,1.038,-1.368,8.596,9.634,-0.626,2.686,1.472,1.268,0,0.813,0.0321,"",3600,2086,589.4,"http://www.sec.gov/Archives/edgar/data/813716/0001096906-06-000303.txt",813716,"10KSB","CIRTRAN CORP","31.12.05","17.04.06",2005,137884,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",NA,-0.039,0.295,0,"I",0,"http://www.sec.gov/Archives/edgar/data/813716/0001096906-06-000303","http://www.sec.gov/Archives/edgar/data/813716/0001096906-06-000303-index.htm","2006-04-14 19:02:32","19:02:32"
"914",67008,138343,"30.09.04",1,2004,3,"2004Q3","2004Q3",14.586,46.94,6.911,31.123,4.319,3.839,-5.893,11.207,19.87,-3.651,8.343,5.627,27.07,0,0.168,3.17,"",8731,8731,568.7,"http://www.sec.gov/Archives/edgar/data/1110009/0001104659-04-036131.txt",1110009,"10-Q","GENAISSANCE PHARMACEUTICALS INC","30.09.04","15.11.04",2004,138343,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,-0.3,1.291,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1110009/0001104659-04-036131","http://www.sec.gov/Archives/edgar/data/1110009/0001104659-04-036131-index.htm","2004-11-15 16:36:46","16:36:46"
"915",67103,138483,"31.12.05",1,2005,4,"2005Q4","2005Q4",265.609,360.887,99.578,89.804,8.002,21.423,4.9,111.528,152.852,NA,72.336,106.777,207.802,0,0.513,4.86,"",3826,3826,589.4,"http://www.sec.gov/Archives/edgar/data/1109354/0001104659-06-016214.txt",1109354,"10-K","BRUKER BIOSCIENCES CORP","31.12.05","14.03.06",2005,138483,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",NA,5.605,3.212,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1109354/0001104659-06-016214","http://www.sec.gov/Archives/edgar/data/1109354/0001104659-06-016214-index.htm","2006-03-13 17:39:56","17:39:56"
"916",67128,138601,"31.12.07",1,2007,4,"2007Q4","2007Q4",37,43.326,22.085,60.359,0,0,-5.91,10.053,10.078,-3.962,5.53,10.212,33.248,0,0,2.2,"",3620,3620,629.174,"http://www.sec.gov/Archives/edgar/data/1044435/0001193125-08-043659.txt",1044435,"10-K","ACTIVE POWER INC","31.12.07","29.02.08",2007,138601,"31.12.07",2007,4,"INDL","USD","2007Q4","2007Q4",0,0,0.87,0.973,"A",0,"http://www.sec.gov/Archives/edgar/data/1044435/0001193125-08-043659","http://www.sec.gov/Archives/edgar/data/1044435/0001193125-08-043659-index.htm","2008-02-29 16:09:41","16:09:41"
"917",67201,138611,"30.06.04",1,2004,1,"2004Q2","2004Q1",13.437,14.099,8.463,19.059,1.912,0.875,0.094,11.774,12.829,0.259,0.38,5.034,1.27,0,0.042,1.03,"",7372,7372,568.2,"http://www.sec.gov/Archives/edgar/data/1040853/0001193125-04-138895.txt",1040853,"10-Q","PHARSIGHT CORP","30.06.04","12.08.04",2004,138611,"30.06.04",2004,1,"INDL","USD","2004Q2","2004Q1",NA,0,0.01,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1040853/0001193125-04-138895","http://www.sec.gov/Archives/edgar/data/1040853/0001193125-04-138895-index.htm","2004-08-12 12:49:34","12:49:34"
"918",67208,138611,"31.03.06",1,2005,4,"2006Q1","2005Q4",15.715,17.786,10.832,19.595,1.519,0.392,-0.261,13.105,13.804,-0.094,2.025,5.371,3.982,0,0.043,1.5,"",7372,7372,598.6,"http://www.sec.gov/Archives/edgar/data/1040853/0001193125-06-135695.txt",1040853,"10-K","PHARSIGHT CORP","31.03.06","26.06.06",2006,138611,"31.03.06",2005,4,"INDL","USD","2006Q1","2005Q4",NA,0,1.982,NA,"I",0,"http://www.sec.gov/Archives/edgar/data/1040853/0001193125-06-135695","http://www.sec.gov/Archives/edgar/data/1040853/0001193125-06-135695-index.htm","2006-06-26 13:48:37","13:48:37"
"919",67232,138613,"31.03.05",1,2005,1,"2005Q1","2005Q1",55.553,97.404,17.654,39.185,13.349,3.693,-0.575,35.95,39.643,2.046,17.76,24.856,57.761,0,0.317,2.67,"",7372,7373,579,"http://www.sec.gov/Archives/edgar/data/1111665/0000950133-05-002100.txt",1111665,"10-Q","TELECOMMUNICATION SYSTEMS INC /FA/","31.03.05","09.05.05",2005,138613,"31.03.05",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0.082,0.911,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1111665/0000950133-05-002100","http://www.sec.gov/Archives/edgar/data/1111665/0000950133-05-002100-index.htm","2005-05-09 16:22:59","16:22:59"
"920",67300,138707,"30.06.05",1,2005,2,"2005Q2","2005Q2",64.908,123.332,4.682,26.603,5.27,6.706,-0.997,16.857,25.325,-0.398,45.534,17.554,98.007,0.746,0.209,6.26,"",3842,3842,582.6,"http://www.sec.gov/Archives/edgar/data/1100441/0001193125-05-162041.txt",1100441,"10-Q","REGENERATION TECHNOLOGIES INC","30.06.05","09.08.05",2005,138707,"30.06.05",2005,2,"INDL","USD","2005Q2","2005Q2",NA,0,2.722,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1100441/0001193125-05-162041","http://www.sec.gov/Archives/edgar/data/1100441/0001193125-05-162041-index.htm","2005-08-09 11:09:08","11:09:08"
"921",67327,138741,"31.12.07",1,2007,4,"2007Q4","2007Q4",225.385,1116.433,35.181,72.259,0,666.234,-5.043,82.087,788.243,36.013,53.126,130.049,328.19,23.333,6.412,14.46,"BB-",3842,3842,629.174,"http://www.sec.gov/Archives/edgar/data/1114200/0000950137-08-002857.txt",1114200,"10-K","AMERICAN MEDICAL SYSTEMS HOLDINGS INC","29.12.07","27.02.08",2007,138741,"31.12.07",2007,4,"INDL","USD","2007Q4","2007Q4",NA,0.781,14.173,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1114200/0000950137-08-002857","http://www.sec.gov/Archives/edgar/data/1114200/0000950137-08-002857-index.htm","2008-02-27 17:16:14","17:16:14"
"922",67341,138743,"31.03.07",1,2007,1,"2007Q1","2007Q1",418.758,1073.682,381.418,31.439,4.328,495.162,-4.456,93.275,648.559,20.983,593.555,85.109,425.123,0,5.103,85.63,"",4899,6798,615.145,"http://www.sec.gov/Archives/edgar/data/1101239/0001193125-07-099380.txt",1101239,"10-Q","EQUINIX INC","31.03.07","02.05.07",2007,138743,"31.03.07",2007,1,"INDL","USD","2007Q1","2007Q1",NA,6.5,67.056,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1101239/0001193125-07-099380","http://www.sec.gov/Archives/edgar/data/1101239/0001193125-07-099380-index.htm","2007-05-02 15:11:36","15:11:36"
"923",67365,138843,"30.09.04",1,2004,3,"2004Q3","2004Q3",336.302,343.954,89.427,79.171,0,0,-3.516,165.648,165.95,-2.727,6.054,165.221,178.004,0,NA,8.39,"",3861,3861,568.7,"http://www.sec.gov/Archives/edgar/data/1058289/0001193125-04-191165.txt",1058289,"10-Q","LEXAR MEDIA INC","30.09.04","09.11.04",2004,138843,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,4.01,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1058289/0001193125-04-191165","http://www.sec.gov/Archives/edgar/data/1058289/0001193125-04-191165-index.htm","2004-11-09 15:25:45","15:25:45"
"924",67458,139221,"31.12.06",1,2006,4,"2006Q4","2006Q4",3.194,5.909,1.547,19.322,1.367,2.935,-1.315,2.855,5.79,-1.014,2.304,2.124,0.119,0,0.165,1.33,"",3533,3490,604.5,"http://www.sec.gov/Archives/edgar/data/1085254/0001144204-07-015945.txt",1085254,"10KSB","SHUMATE INDUSTRIES INC","31.12.06","02.04.07",2006,139221,"31.12.06",2006,4,"INDL","USD","2006Q4","2006Q4",NA,0,0.917,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1085254/0001144204-07-015945","http://www.sec.gov/Archives/edgar/data/1085254/0001144204-07-015945-index.htm","2007-04-02 06:28:24","06:28:24"
"925",67713,140050,"30.09.07",1,2007,3,"2007Q3","2007Q3",37.364,142.996,14.509,20.937,4.025,0.031,-1.031,35.786,41.778,2.727,8.348,20.421,101.218,0,0.152,14.44,"",NA,7372,624.543,"http://www.sec.gov/Archives/edgar/data/1091158/0000936392-07-000840.txt",1091158,"10-Q","VISUAL SCIENCES, INC.","30.09.07","08.11.07",2007,140050,"30.09.07",2007,3,"INDL","USD","2007Q3","2007Q3",NA,0.202,4.448,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1091158/0000936392-07-000840","http://www.sec.gov/Archives/edgar/data/1091158/0000936392-07-000840-index.htm","2007-11-08 16:17:25","16:17:25"
"926",67748,140073,"31.03.05",1,2005,1,"2005Q1","2005Q1",161.266,481.434,85.736,21.581,0.89,170.408,4.003,22.736,218.399,12.713,97.791,56.358,263.035,25.255,1.131,18.24,"",3690,3845,579,"http://www.sec.gov/Archives/edgar/data/1114483/0001157523-05-004611.txt",1114483,"10-Q","WILSON GREATBATCH TECHNOLOGIES INC","01.04.05","11.05.05",2005,140073,"31.03.05",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,9.22,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1114483/0001157523-05-004611","http://www.sec.gov/Archives/edgar/data/1114483/0001157523-05-004611-index.htm","2005-05-11 13:27:27","13:27:27"
"927",67881,140676,"31.12.05",1,2005,4,"2005Q4","2005Q4",178.028,572.537,38.834,17.887,20.033,148.19,8.723,126.434,289.505,NA,73.265,103.112,282.282,11.159,1.673,16.01,"B+",8731,8731,589.4,"http://www.sec.gov/Archives/edgar/data/1089542/0000950144-06-003058.txt",1089542,"10-K","SFBC INTERNATIONAL INC","31.12.05","31.03.06",2005,140676,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",20.49,9.913,20.411,12.444,"I",0,"http://www.sec.gov/Archives/edgar/data/1089542/0000950144-06-003058","http://www.sec.gov/Archives/edgar/data/1089542/0000950144-06-003058-index.htm","2006-03-31 17:19:15","17:19:15"
"928",68064,140977,"31.12.04",1,2004,4,"2004Q4","2004Q4",2629.277,12146.865,122.223,299.684,618.854,4576.857,-212.986,2070.015,7760.511,-89.112,7390.13,1953.826,4386.354,395.491,149.97,13.65,"B+",4911,4911,570.1,"http://www.sec.gov/Archives/edgar/data/1126294/0001193125-05-049825.txt",1126294,"10-K","RELIANT ENERGY INC","31.12.04","15.03.05",2004,140977,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,172.871,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1126294/0001193125-05-049825","http://www.sec.gov/Archives/edgar/data/1126294/0001193125-05-049825-index.htm","2005-03-14 21:12:25","21:12:25"
"929",68080,140979,"30.09.04",1,2004,3,"2004Q3","2004Q3",134.738,338.031,68.618,94.102,19.519,43.056,-11.007,59.964,104.619,-4.531,23.217,27.006,233.412,0,1.161,3.07,"",3661,3661,568.7,"http://www.sec.gov/Archives/edgar/data/1101680/0001193125-04-193945.txt",1101680,"10-Q","ZHONE TECHNOLOGIES INC","30.09.04","12.11.04",2004,140979,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,-5.617,1.685,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1101680/0001193125-04-193945","http://www.sec.gov/Archives/edgar/data/1101680/0001193125-04-193945-index.htm","2004-11-12 06:48:59","06:48:59"
"930",68415,141321,"30.06.05",1,2005,3,"2005Q2","2005Q3",270.6,733.962,46.774,40.356,0.812,232.729,20.679,88.357,356.191,37.558,83.679,165.174,377.771,14.363,4.818,37.62,"BB+",3843,3843,582.6,"http://www.sec.gov/Archives/edgar/data/1121302/0001193125-05-162808.txt",1121302,"10-Q","SYBRON DENTAL SPECIALTIES INC","30.06.05","09.08.05",2005,141321,"30.06.05",2005,3,"INDL","USD","2005Q2","2005Q3",NA,69.218,12.03,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1121302/0001193125-05-162808","http://www.sec.gov/Archives/edgar/data/1121302/0001193125-05-162808-index.htm","2005-08-09 17:12:27","17:12:27"
"931",68818,141983,"31.03.04",1,2004,1,"2004Q1","2004Q1",1044.48,2313.046,116.231,196.395,9.614,298.06,-17.01,791.266,1260.816,14.571,197.917,888.603,1052.23,8.862,NA,10.72,"BBB-",8742,8742,561.5,"http://www.sec.gov/Archives/edgar/data/1113247/0001193125-04-083122.txt",1113247,"10-Q","BEARINGPOINT INC","31.03.04","10.05.04",2004,141983,"31.03.04",2004,1,"INDL","USD","2004Q1","2004Q1",0,0,18.249,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1113247/0001193125-04-083122","http://www.sec.gov/Archives/edgar/data/1113247/0001193125-04-083122-index.htm","2004-05-10 10:20:01","10:20:01"
"932",68897,142129,"31.07.04",1,2004,2,"2004Q2","2004Q2",6.137,18.45,1.978,4.583,0.969,3.005,0.347,3.076,7.134,0.722,11.628,7.143,11.316,0.888,0.043,1.5,"",5412,5412,567.5,"http://www.sec.gov/Archives/edgar/data/1124653/0001076542-04-000223.txt",1124653,"10-Q","BOWLIN TRAVEL CENTERS INC","31.07.04","10.09.04",2004,142129,"31.07.04",2004,2,"INDL","USD","2004Q2","2004Q2",NA,0,1.54,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1124653/0001076542-04-000223","http://www.sec.gov/Archives/edgar/data/1124653/0001076542-04-000223-index.htm","2004-09-10 07:20:16","07:20:16"
"933",69019,142339,"31.12.04",1,2004,4,"2004Q4","2004Q4",2.773,40.991,0.863,8.054,0.434,3.328,1.001,3.165,8.584,1.71,38.163,2.956,32.407,0,0.207,6.97,"",1311,1311,570.1,"http://www.sec.gov/Archives/edgar/data/1127342/0001072613-05-000822.txt",1127342,"10KSB","GMX RESOURCES INC","31.12.04","31.03.05",2004,142339,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,8.902,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1127342/0001072613-05-000822","http://www.sec.gov/Archives/edgar/data/1127342/0001072613-05-000822-index.htm","2005-03-31 16:15:15","16:15:15"
"934",69027,142339,"31.12.06",1,2006,4,"2006Q4","2006Q4",13.624,210.323,4.96,11.242,0.251,41.569,2.387,28.974,78.842,6.82,196.656,10.247,131.481,5.027,0.276,35.5,"",1311,1311,604.5,"http://www.sec.gov/Archives/edgar/data/1127342/0001072613-07-000696.txt",1127342,"10-K","GMX RESOURCES INC","31.12.06","15.03.07",2006,142339,"31.12.06",2006,4,"INDL","USD","2006Q4","2006Q4",0,0,130.573,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1127342/0001072613-07-000696","http://www.sec.gov/Archives/edgar/data/1127342/0001072613-07-000696-index.htm","2007-03-15 14:54:17","14:54:17"
"935",69050,142382,"30.06.07",1,2007,2,"2007Q2","2007Q2",187.685,2661.396,4.938,53.187,0,1300.962,15.172,198.01,1835.584,109.998,2304.607,189.643,825.812,278.823,27.82,27.8,"BB-",1311,1311,624.129,"http://www.sec.gov/Archives/edgar/data/1125057/0000950134-07-017561.txt",1125057,"10-Q","ENCORE ACQUISITION CO","30.06.07","09.08.07",2007,142382,"30.06.07",2007,2,"INDL","USD","2007Q2","2007Q2",27.8,0,968.417,NA,"I",0,"http://www.sec.gov/Archives/edgar/data/1125057/0000950134-07-017561","http://www.sec.gov/Archives/edgar/data/1125057/0000950134-07-017561-index.htm","2007-08-09 16:55:27","16:55:27"
"936",69208,142811,"31.12.06",1,2006,4,"2006Q4","2006Q4",1690.2,2487.8,79.5,67.3,5.8,212.6,64.8,1208.2,1593.5,NA,445.7,1066.7,886,0,6.6,61.63,"BBB",3533,3533,604.5,"http://www.sec.gov/Archives/edgar/data/1135152/0001193125-07-043170.txt",1135152,"10-K","FMC TECHNOLOGIES INC","31.12.06","01.03.07",2006,142811,"31.12.06",2006,4,"INDL","USD","2006Q4","2006Q4",60.55,NA,138.6,142.5,"I",0,"http://www.sec.gov/Archives/edgar/data/1135152/0001193125-07-043170","http://www.sec.gov/Archives/edgar/data/1135152/0001193125-07-043170-index.htm","2007-02-28 21:48:49","21:48:49"
"937",69356,143217,"31.03.05",1,2005,1,"2005Q1","2005Q1",9.071,9.533,0.198,46.417,3.878,0.024,-0.13,6.583,6.628,-0.01,0.39,10.889,2.905,0,0.094,0.18,"",5090,5090,579,"http://www.sec.gov/Archives/edgar/data/1115463/0001144204-05-015528.txt",1115463,"10QSB","Alliance Distributors Holding Inc.","31.03.05","16.05.05",2005,143217,"31.03.05",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,0.006,0,"A",0,"http://www.sec.gov/Archives/edgar/data/1115463/0001144204-05-015528","http://www.sec.gov/Archives/edgar/data/1115463/0001144204-05-015528-index.htm","2005-05-16 11:25:29","11:25:29"
