"","gvkey","datadate","viol","fyearq","fqtr","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","ibq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","xintq","prccq","splticrm","sich","sic","cuur0000aa0","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","Year","gvkey.1","datadate.1","fyearq.1","fqtr.1","indfmt","curcdq","datacqtr.1","datafqtr.1","prcraq","aqcy","capxy","prstkcy","costat","dvpspq"
"49535",63384,"30.06.2007",1,2007,2,"2007Q2","2007Q2",10.479,22.242,7.214,8.619,1.571,0.433,-1.295,9.231,9.664,NA,0.952,2.356,12.578,0,0.24,0.92,"",7374,7374,624.129,"http://www.sec.gov/Archives/edgar/data/1015920/0001019687-07-002586.txt",1015920,"10QSB","BPO Management Services","30.06.07","15.08.07",2007,63384,"30.06.2007",2007,2,"INDL","USD","2007Q2","2007Q2",NA,3.91,0.304,0,"I",0
"49762",63470,"30.09.2005",1,2006,1,"2005Q3","2006Q1",9.512,14.697,1.885,17.033,3.18,0.035,0.099,8.386,8.421,0.473,0.591,6.685,6.276,0,0.051,2.7,"",7373,7373,595.4,"http://www.sec.gov/Archives/edgar/data/1017526/0000950133-05-005186.txt",1017526,"10-Q","ACE COMM CORP","30.09.05","14.11.05",2005,63470,"30.09.2005",2006,1,"INDL","USD","2005Q3","2006Q1",0,0,0.079,0,"I",0
"49767",63470,"31.12.2006",1,2007,2,"2006Q4","2007Q2",7.371,9.762,1.17,18.602,0,0,-2.538,6.834,6.834,-2.135,0.777,3.146,2.928,0,0.047,1.25,"",7373,7373,604.5,"http://www.sec.gov/Archives/edgar/data/1017526/0000950133-07-000588.txt",1017526,"10-Q","ACE COMM CORP","31.12.06","14.02.07",2006,63470,"31.12.2006",2007,2,"INDL","USD","2006Q4","2007Q2",NA,0,0.196,0,"I",0
"49777",63474,"31.12.2005",1,2005,4,"2005Q4","2005Q4",27.844,64.622,11.446,6.488,0.895,1.926,0.399,23.801,28.336,1.96,2.665,14.273,36.286,2.119,NA,12.61,"",7373,7373,589.4,"http://www.sec.gov/Archives/edgar/data/1011028/0001144204-06-012915.txt",1011028,"10-K","NETSMART TECHNOLOGIES INC","31.12.05","31.03.06",2005,63474,"31.12.2005",2005,4,"INDL","USD","2005Q4","2005Q4",0,12.555,0.458,NA,"I",0
"49798",63490,"31.12.2005",1,2005,4,"2005Q4","2005Q4",159.435,288.587,1.521,37.094,7.427,0,-22.615,91.947,92.822,-2.858,9.232,304.244,195.765,0.875,NA,7.54,"",8090,5912,589.4,"http://www.sec.gov/Archives/edgar/data/1014739/0000950123-06-004027.txt",1014739,"10-K","BioScrip, Inc.","31.12.05","31.03.06",2005,63490,"31.12.2005",2005,4,"INDL","USD","2005Q4","2005Q4",0,-6.918,5.129,0,"A",0
"49874",63527,"30.06.2006",1,2006,2,"2006Q2","2006Q2",174.103,1235.405,7.292,44.231,13.976,456.825,25.168,116.69,660.997,57.638,150.73,198.424,574.408,78.095,7.253,65.1,"BB+",4955,4955,607.8,"http://www.sec.gov/Archives/edgar/data/861878/0000861878-06-000019.txt",861878,"10-Q","STERICYCLE INC","30.06.06","04.08.06",2006,63527,"30.06.2006",2006,2,"INDL","USD","2006Q2","2006Q2",62.61,NA,15.72,13.866,"A",0
"49912",63572,"30.06.2006",1,2006,4,"2006Q2","2006Q4",12.147,34.13,3.393,5.308,0.019,0.309,-1.128,8.529,9.863,-3.323,9.088,9.326,24.267,0,0.043,3.65,"",5812,5140,607.8,"http://www.sec.gov/Archives/edgar/data/947661/0001193125-06-197307.txt",947661,"10-K","DIEDRICH COFFEE INC","28.06.06","26.09.06",2006,63572,"30.06.2006",2006,4,"INDL","USD","2006Q2","2006Q4",NA,0,3.826,0,"I",0
"49935",63593,"28.02.2005",1,2004,4,"2005Q1","2004Q4",61.318,87.108,1.869,3.386,28.175,6.531,0.376,49.949,57.263,-0.896,9.186,44.72,29.845,0,0.546,14.51,"",3420,3420,574.5,"http://www.sec.gov/Archives/edgar/data/1017815/0001193125-05-125859.txt",1017815,"10-K","QEP CO INC","28.02.05","15.06.05",2005,63593,"28.02.2005",2004,4,"INDL","USD","2005Q1","2004Q4",13.45,3.026,2.853,0.137,"A",0
"49954",63596,"30.09.2005",1,2005,3,"2005Q3","2005Q3",NA,614.486,68.175,9.146,20.095,368.452,-0.501,NA,495.226,12.327,523.252,16.733,119.26,28.102,6.31,10.2,"",7359,7359,595.4,"http://www.sec.gov/Archives/edgar/data/1018164/0001104659-05-058015.txt",1018164,"10-Q","WILLIS LEASE FINANCE CORP","30.09.05","29.11.05",2005,63596,"30.09.2005",2005,3,"INDL","USD","2005Q3","2005Q3",NA,0,53.685,0,"A",0
"49994",63605,"31.12.2004",1,2004,4,"2004Q4","2004Q4",3563.565,27216.088,1376.732,536.509,1033.956,16940.809,-225.208,3285.392,22234.97,77.335,20636.394,2182.05,4587.673,1021.739,383.377,3.94,"B",4991,4991,570.1,"http://www.sec.gov/Archives/edgar/data/916457/0000891618-05-000256.txt",916457,"10-K","CALPINE CORP","31.12.04","31.03.05",2004,63605,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",50,187.786,1545.48,0,"A",0
"50071",63635,"31.12.2006",1,2006,4,"2006Q4","2006Q4",79.362,98.423,7.328,25.644,4.226,0,-3.075,45.872,46.327,-4.857,2.779,28.28,52.096,0,0.288,4.05,"",8711,8711,604.5,"http://www.sec.gov/Archives/edgar/data/1016229/0000950133-07-004866.txt",1016229,"10-K","LCC INTERNATIONAL INC","31.12.06","12.12.07",2006,63635,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,NA,1.549,0,"I",0
"50436",63742,"31.12.2004",1,2004,4,"2004Q4","2004Q4",130.975,593.574,42.659,10.758,0,225,6.716,77.068,315.813,21.961,283.193,155.878,49.761,6.258,5.138,17.25,"",1311,1311,570.1,"http://www.sec.gov/Archives/edgar/data/1019756/0001104659-05-049609.txt",1019756,"10-K","MARKWEST HYDROCARBON INC","31.12.04","21.10.05",2004,63742,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,243.001,30.654,0.039,"I",0.05
"50468",63755,"31.12.2004",1,2004,4,"2004Q4","2004Q4",39.709,49.07,17.505,46.621,1.949,0,5.41,14.148,14.954,9.304,8.961,44.378,34.116,0,0.093,1.54,"",4731,4731,570.1,"http://www.sec.gov/Archives/edgar/data/932110/0000950134-05-004617.txt",932110,"10-K","KITTY HAWK INC","31.12.04","10.03.05",2004,63755,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,3.725,0.031,"I",0
"50662",63821,"30.09.2004",1,2005,1,"2004Q3","2005Q1",4.658,5.65,0.239,9.596,4.69,0,-0.813,11.021,11.305,-0.614,0.541,6.752,-7.18,0,0.104,0.6,"",7372,7372,568.7,"http://www.sec.gov/Archives/edgar/data/852437/0001193125-04-197598.txt",852437,"10-Q","AVATECH SOLUTIONS INC","30.09.04","15.11.04",2004,63821,"30.09.2004",2005,1,"INDL","USD","2004Q3","2005Q1",NA,0,0.049,0,"I",0
"50724",63863,"31.12.2005",1,2005,4,"2005Q4","2005Q4",41.83,73.708,10.579,18.343,0,0,10.481,26.556,27.97,16.983,23.302,86.924,45.738,0,0.001,38.36,"",2834,2834,589.4,"http://www.sec.gov/Archives/edgar/data/896264/0001104659-06-014297.txt",896264,"10-K","USANA HEALTH SCIENCES INC","31.12.05","06.03.06",2005,63863,"31.12.2005",2005,4,"INDL","USD","2005Q4","2005Q4",42.33,1.406,4.311,49.199,"A",0
"50729",63863,"31.03.2007",1,2007,1,"2007Q1","2007Q1",63.895,111.021,32.496,17.875,0,0,11.8,39.266,39.266,19.398,37.979,100.678,71.755,0,NA,46.87,"",2834,2834,615.145,"http://www.sec.gov/Archives/edgar/data/896264/0001104659-07-036486.txt",896264,"10-Q","USANA HEALTH SCIENCES INC","31.03.07","07.05.07",2007,63863,"31.03.2007",2007,1,"INDL","USD","2007Q1","2007Q1",51.77,0,8.782,5.022,"A",0
"50759",63874,"31.07.2006",1,2006,2,"2006Q2","2006Q2",418.097,801.604,22.02,26.714,0.08,41.938,3.853,187.587,301.198,18.675,255.917,362.104,500.406,2.667,1.313,29.66,"",NA,5651,609.6,"http://www.sec.gov/Archives/edgar/data/6885/0000006885-06-000072.txt",6885,"10-Q","STAGE STORES INC","29.07.06","24.10.06",2006,63874,"31.07.2006",2006,2,"INDL","USD","2006Q2","2006Q2",31.54,35.622,29.242,17.695,"A",0.05
"50765",63875,"31.03.2004",1,2004,1,"2004Q1","2004Q1",22.608,23.585,0.96,10.205,0.159,8.025,-0.269,13.552,21.666,NA,0.584,15.087,1.919,0.089,0.088,0.09,"",3669,3669,561.5,"http://www.sec.gov/Archives/edgar/data/1021444/0001144204-04-007525.txt",1021444,"10QSB","GVI SECURITY SOLUTIONS INC","31.03.04","24.05.04",2004,63875,"31.03.2004",2004,1,"INDL","USD","2004Q1","2004Q1",NA,0,0.055,0,"I",0
"50907",63915,"30.06.2004",1,2004,2,"2004Q2","2004Q2",6.573,8.488,4.239,6.959,1,0,-0.139,2.758,4.966,-0.079,0.139,2.649,3.522,0,0.02,0.26,"",7371,7373,568.2,"http://www.sec.gov/Archives/edgar/data/1020391/0001193125-04-139120.txt",1020391,"10-Q","ALLIN CORP","30.06.04","12.08.04",2004,63915,"30.06.2004",2004,2,"INDL","USD","2004Q2","2004Q2",NA,0,0.076,0,"A",0
"50957",63928,"30.09.2004",1,2005,1,"2004Q3","2005Q1",4.045,4.64,1.349,51.103,0.524,0.846,-0.525,4.153,4.999,-0.441,0.164,2.894,-0.359,0,0.06,0.036,"",7372,7372,568.7,"http://www.sec.gov/Archives/edgar/data/933454/0001193125-04-194999.txt",933454,"10QSB","VOXWARE INC","30.09.04","12.11.04",2004,63928,"30.09.2004",2005,1,"INDL","USD","2004Q3","2005Q1",NA,0,0.017,0,"I",0
"50973",63930,"31.12.2004",1,2004,4,"2004Q4","2004Q4",19.768,71.913,11.209,11.34,0.521,16.453,0.705,9.011,28.57,2.63,44.664,25.307,43.343,0,0.44,12.75,"",5812,5812,570.1,"http://www.sec.gov/Archives/edgar/data/1021270/0000950134-05-005435.txt",1021270,"10-K","FAMOUS DAVES OF AMERICA INC","02.01.05","18.03.05",2004,63930,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",9.73,0,2.449,7.956,"A",0
"50991",63938,"30.04.2005",1,2005,1,"2005Q1","2005Q1",164.848,212.149,100.675,28.183,0.105,0,-0.578,47.733,47.733,-0.391,16.019,31.512,164.416,0,0.008,10.305,"",7373,7372,582.9,"http://www.sec.gov/Archives/edgar/data/1019671/0001193125-05-122869.txt",1019671,"10-Q","SEACHANGE INTERNATIONAL INC","30.04.05","09.06.05",2005,63938,"30.04.2005",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,0.974,0,"A",0
"51051",63952,"31.12.2007",1,2007,4,"2007Q4","2007Q4",223.892,460.403,81.644,142.633,11.228,662.675,1.64,245.216,907.943,18.054,144.599,221.252,-447.54,0,15.717,0.39,"",4813,3440,629.174,"http://www.sec.gov/Archives/edgar/data/1006837/0001193125-08-059024.txt",1006837,"10-K","PRIMUS TELECOMMUNICATIONS GROUP INC","31.12.07","17.03.08",2007,63952,"31.12.2007",2007,4,"INDL","USD","2007Q4","2007Q4",NA,0.2,44.745,0,"A",0
"51056",63959,"31.12.2004",1,2004,4,"2004Q4","2004Q4",32.979,175.629,11.309,47.724,0.281,0.149,-5.246,17.746,20.839,1.257,19.917,19.024,154.79,0.859,0.461,9.01,"",7373,7373,570.1,"http://www.sec.gov/Archives/edgar/data/1018332/0001193125-05-135595.txt",1018332,"10-K","VIISAGE TECHNOLOGY INC","31.12.04","30.06.05",2004,63959,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",0,14.248,2.555,NA,"I",0
"51179",64017,"30.06.2004",1,2004,2,"2004Q2","2004Q2",61.663,614.414,10.593,8.77,7.668,302.68,-8.248,51.957,391.881,NA,211.633,46.814,222.533,28.189,7.894,5.9,"CCC+",3861,3861,568.2,"http://www.sec.gov/Archives/edgar/data/1022911/0000950136-04-002590.txt",1022911,"10-Q","PANAVISION INC","30.06.04","13.08.04",2004,64017,"30.06.2004",2004,2,"INDL","USD","2004Q2","2004Q2",NA,0,12.893,0,"I",0
"51280",64041,"31.12.2006",1,2006,4,"2006Q4","2006Q4",11.492,38.125,3.663,639.032,31.353,0,-10.177,92.659,92.659,NA,0.439,0.488,-54.534,0,NA,0.053,"",7373,7373,604.5,"http://www.sec.gov/Archives/edgar/data/1022701/0001144204-07-017111.txt",1022701,"10-K","NEOMEDIA TECHNOLOGIES INC","31.12.06","03.04.07",2006,64041,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,12.499,0.318,NA,"A",0
"51436",64102,"30.06.2004",1,2004,2,"2004Q2","2004Q2",15.429,37.065,5.887,18.782,0.934,2.652,0.002,6.423,11.202,1.821,11.325,17.442,25.863,1.732,0.05,2.51,"",2090,2030,568.2,"http://www.sec.gov/Archives/edgar/data/944508/0001104659-04-021835.txt",944508,"10-Q","POORE BROTHERS INC","26.06.04","02.08.04",2004,64102,"30.06.2004",2004,2,"INDL","USD","2004Q2","2004Q2",NA,0,0.321,0,"I",0
"51444",64102,"30.06.2006",1,2006,2,"2006Q2","2006Q2",22.385,42.344,11.455,20.114,0.054,1.656,0.543,7.26,11.18,1.142,9.679,18.498,31.164,2.177,0.045,2.88,"",2090,2030,607.8,"http://www.sec.gov/Archives/edgar/data/944508/0001104659-06-055121.txt",944508,"10-Q","INVENTURE GROUP, INC.","01.07.06","15.08.06",2006,64102,"30.06.2006",2006,2,"INDL","USD","2006Q2","2006Q2",NA,0,0.198,0,"I",0
"51463",64103,"31.12.2006",1,2006,4,"2006Q4","2006Q4",482.698,1215.732,47.836,130.081,0.289,330,-116.682,233.234,564.134,-27.785,138.672,169.752,651.598,0,1.929,6.45,"",3663,3663,604.5,"http://www.sec.gov/Archives/edgar/data/1023362/0001193125-07-047466.txt",1023362,"10-K","POWERWAVE TECHNOLOGIES INC","31.12.06","06.03.07",2006,64103,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",6.5,191.593,10.869,0,"I",0
"51616",64165,"31.12.2007",1,2007,4,"2007Q4","2007Q4",141.648,215.924,74.979,53.63,0,0,3.846,45.882,53.521,7.279,35.706,53.635,155.966,7.103,0.018,8.47,"",7371,7374,629.174,"http://www.sec.gov/Archives/edgar/data/1024732/0001193125-08-058287.txt",1024732,"10-K","IGATE CORP","31.12.07","17.03.08",2007,64165,"31.12.2007",2007,4,"INDL","USD","2007Q4","2007Q4",0,0,8.51,0,"I",0
"51764",64282,"31.12.2006",1,2006,4,"2006Q4","2006Q4",88.467,152.563,22.885,26.18,0.005,15,-7.791,20.525,35.857,-7.447,6.744,23.906,116.706,0,0.252,6.75,"",3663,3663,604.5,"http://www.sec.gov/Archives/edgar/data/1023516/0001193125-07-047883.txt",1023516,"10-K","EFJ INC","31.12.06","07.03.07",2006,64282,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,36.074,7.839,0,"I",0
"51916",64346,"30.09.2006",1,2006,3,"2006Q3","2006Q3",41.917,384.039,4.026,19.475,72,88.206,2.681,85.868,201.605,12.676,23.186,39.032,182.434,26.077,2.523,14.71,"",7372,7372,607.9,"http://www.sec.gov/Archives/edgar/data/1027207/0001104659-06-075009.txt",1027207,"10-Q","EPIQ SYSTEMS INC","30.09.06","14.11.06",2006,64346,"30.09.2006",2006,3,"INDL","USD","2006Q3","2006Q3",NA,3.586,5.182,0,"I",0
"52028",64383,"31.03.2006",1,2006,1,"2006Q1","2006Q1",69.148,174.052,13.862,31.071,7.246,25.909,0.683,51.92,78.914,4.568,11.171,49.037,95.138,0,0.661,13.52,"",7373,7373,598.6,"http://www.sec.gov/Archives/edgar/data/845818/0001193125-06-098860.txt",845818,"10-Q","RADIANT SYSTEMS INC","31.03.06","04.05.06",2006,64383,"31.03.2006",2006,1,"INDL","USD","2006Q1","2006Q1",NA,19.474,2.03,0,"I",0
"52082",64402,"31.12.2004",1,2004,4,"2004Q4","2004Q4",17.166,76.647,0.668,9.236,7.239,14.63,0.761,17.285,37.703,3.223,31.451,17.498,38.944,5.788,0.281,3.621,"",7819,7819,570.1,"http://www.sec.gov/Archives/edgar/data/1014733/0001144204-05-007625.txt",1014733,"10-K","POINT 360","31.12.04","15.03.05",2004,64402,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",0,3.159,5.307,0,"I",0
"52116",64408,"30.09.2005",1,2006,1,"2005Q3","2006Q1",140.746,168.162,72.306,14.263,0,0,-2.9,39.853,48.587,-3.008,8.805,58.502,119.575,5.352,NA,8.15,"",3572,3572,595.4,"http://www.sec.gov/Archives/edgar/data/889930/0001104659-05-055242.txt",889930,"10-Q","OVERLAND STORAGE INC","02.10.05","14.11.05",2005,64408,"30.09.2005",2006,1,"INDL","USD","2005Q3","2006Q1",7.75,8.857,0.689,0.465,"I",0
"52158",64418,"30.06.2007",1,2007,1,"2007Q2","2007Q1",93.966,111.101,71.699,31.327,0,0,3.953,13.283,18.031,5.811,2.693,53.931,93.07,0,NA,13.2,"",8742,8742,624.129,"http://www.sec.gov/Archives/edgar/data/924940/0000950137-07-011675.txt",924940,"10-Q","DIAMOND MANAGEMENT & TECHNOLOGY CONSULTANTS, INC.","30.06.07","08.08.07",2007,64418,"30.06.2007",2007,1,"INDL","USD","2007Q2","2007Q1",12.71,0,0.299,14.511,"I",0
"52166",64433,"31.01.2005",1,2004,4,"2004Q4","2004Q4",62.203,65.199,22.584,7.322,0,14.5,-0.855,15.024,29.524,-0.469,2.996,30.912,34.634,0,0.032,4.6,"",5080,5080,571.2,"http://www.sec.gov/Archives/edgar/data/1025743/0001157523-05-004132.txt",1025743,"10-K","FIRST AVIATION SERVICES INC","31.01.05","02.05.05",2005,64433,"31.01.2005",2004,4,"INDL","USD","2004Q4","2004Q4",0,0,1.039,0,"I",0
"52174",64433,"31.01.2007",1,2006,4,"2006Q4","2006Q4",57.14,62.235,1.745,7.379,22.44,0.956,-8.081,39.234,40.19,-7.55,5.095,28.096,22.045,0,0.335,3.451,"",5080,5080,606.348,"http://www.sec.gov/Archives/edgar/data/1025743/0001157523-07-004641.txt",1025743,"10-K","FIRST AVIATION SERVICES INC","31.01.07","07.05.07",2007,64433,"31.01.2007",2006,4,"INDL","USD","2006Q4","2006Q4",0,0,1.604,0,"I",0
"52195",64455,"31.08.2004",1,2004,4,"2004Q3","2004Q4",14.219,27.898,0.001,3.774,15.743,0.013,-8.93,21.173,22.118,-8.038,12.329,0.488,5.78,0,NA,2.08,"",3540,3540,567.6,"http://www.sec.gov/Archives/edgar/data/1018349/0000950124-04-006436.txt",1018349,"10-K","RIVIERA TOOL CO","31.08.04","27.12.04",2004,64455,"31.08.2004",2004,4,"INDL","USD","2004Q3","2004Q4",NA,0,1.041,0,"I",0
"52203",64455,"31.08.2006",1,2006,4,"2006Q3","2006Q4",11.124,21.543,0.161,4.258,1.758,11.002,-1.081,7.036,19.05,-0.195,9.439,4.889,2.493,0,0.592,0.44,"",3540,3540,610.9,"http://www.sec.gov/Archives/edgar/data/1018349/0000950124-06-007260.txt",1018349,"10-K","RIVIERA TOOL CO","31.08.06","01.12.06",2006,64455,"31.08.2006",2006,4,"INDL","USD","2006Q3","2006Q4",NA,0,0.127,0,"I",0
"52246",64497,"30.09.2004",1,2004,3,"2004Q3","2004Q3",26.306,31.598,9.255,22.145,1.128,0,-0.606,9.979,10.195,1.154,3.424,11.39,21.403,0,NA,11.57,"",NA,3845,568.7,"http://www.sec.gov/Archives/edgar/data/940659/0001104659-04-034572.txt",940659,"10-Q","ENDOCARDIAL SOLUTIONS INC","30.09.04","09.11.04",2004,64497,"30.09.2004",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,1.365,0,"I",0
"52358",64595,"28.02.2005",1,2004,4,"2005Q1","2004Q4",76.136,88.749,3.929,20.002,10.603,1.241,-1.634,22.557,23.798,-1.736,4.343,19.739,64.951,0,0.255,3.1,"",3827,3827,574.5,"http://www.sec.gov/Archives/edgar/data/1032067/0000892569-05-000410.txt",1032067,"10-K","MEADE INSTRUMENTS CORP","28.02.05","31.05.05",2005,64595,"28.02.2005",2004,4,"INDL","USD","2005Q1","2004Q4",NA,2.474,0.898,0,"I",0
"52368",64595,"31.08.2007",1,2007,2,"2007Q3","2007Q2",49.476,62.2,2.114,23.285,8.097,0.013,-4.018,27.609,29.016,-3.451,4.783,16.194,33.184,1.272,0.231,1.98,"",3827,3827,622.827,"http://www.sec.gov/Archives/edgar/data/1032067/0001104659-07-074921.txt",1032067,"10-Q","MEADE INSTRUMENTS CORP","31.08.07","15.10.07",2007,64595,"31.08.2007",2007,2,"INDL","USD","2007Q3","2007Q2",NA,0,0.305,0,"I",0
"52418",64606,"31.07.2006",1,2006,2,"2006Q2","2006Q2",1698.07,2415.59,1367.051,398.272,255.671,227.516,34.016,888.046,1118.925,55.132,341.112,339.615,1296.665,3.363,5.974,11.74,"",7372,7372,609.6,"http://www.sec.gov/Archives/edgar/data/1031798/0001193125-07-248516.txt",1031798,"10-Q","BEA SYSTEMS INC","31.07.06","15.11.07",2006,64606,"31.07.2006",2006,2,"INDL","USD","2006Q2","2006Q2",0,83.495,10.08,0,"I",0
"52500",64637,"30.09.2006",1,2006,4,"2006Q3","2006Q4",183.315,287.547,124.705,50.803,11.428,84.516,67.468,53.632,138.148,-11.218,55.186,35.366,149.399,0,1.365,5.92,"",3674,3674,607.9,"http://www.sec.gov/Archives/edgar/data/808326/0001140361-07-020767.txt",808326,"10-K","EMCORE CORP","30.09.06","01.11.07",2006,64637,"30.09.2006",2006,4,"INDL","USD","2006Q3","2006Q4",NA,-0.61,7.311,0,"A",0
"52641",64720,"30.09.2007",1,2007,3,"2007Q3","2007Q3",11.705,57.369,3.185,22.215,1.443,20.439,0.117,6.702,27.141,0.617,31.801,4.273,29.967,0,0.144,2.81,"",1000,1400,624.543,"http://www.sec.gov/Archives/edgar/data/790024/0001023175-07-000255.txt",790024,"10QSB","CHINA SHEN ZHOU MINING & RESOURCES, INC.","30.09.07","14.11.07",2007,64720,"30.09.2007",2007,3,"INDL","USD","2007Q3","2007Q3",0,0.466,15.807,0,"I",0
"52713",64760,"30.06.2004",1,2004,2,"2004Q2","2004Q2",12.939,27.679,0.049,3.847,1.599,15.551,-0.34,5.263,20.814,-0.148,6.012,10.658,6.865,0,0.177,4.7,"",2090,2090,568.2,"http://www.sec.gov/Archives/edgar/data/1024342/0001047469-04-026521.txt",1024342,"10-Q","VITA FOOD PRODUCTS INC","30.06.04","13.08.04",2004,64760,"30.06.2004",2004,2,"INDL","USD","2004Q2","2004Q2",NA,0,0.773,0.05,"I",0
"52953",64901,"30.09.2006",1,2006,4,"2006Q3","2006Q4",383.68,558.501,158.372,21.545,1.69,2.044,1.993,136.614,153.602,5.693,33.429,171.799,404.899,14.944,NA,26.1,"",8741,8741,607.9,"http://www.sec.gov/Archives/edgar/data/1032220/0001104659-06-081166.txt",1032220,"10-K","MAXIMUS INC","30.09.06","13.12.06",2006,64901,"30.09.2006",2006,4,"INDL","USD","2006Q3","2006Q4",0,0,11.467,10.139,"A",0.1
"53025",64919,"30.09.2004",1,2004,4,"2004Q3","2004Q4",5.195,7.005,0.291,4.896,1.158,0,-2.545,2.092,2.092,-0.178,0.183,3.558,4.913,0,NA,0.34,"",7373,9995,568.7,"http://www.sec.gov/Archives/edgar/data/1037417/0001068800-04-000750.txt",1037417,"10-K","INFOTECH USA INC","30.09.04","29.12.04",2004,64919,"30.09.2004",2004,4,"INDL","USD","2004Q3","2004Q4",NA,0,0.048,0,"I",0
"53115",64994,"30.09.2007",1,2007,3,"2007Q3","2007Q3",165.738,334.88,20.611,23.286,0,20.467,3.209,192.334,217.523,11.03,24.159,145.515,117.357,0,1.155,10.25,"",8741,8741,624.543,"http://www.sec.gov/Archives/edgar/data/1035185/0001104659-07-081697.txt",1035185,"10-Q","GEVITY HR INC","30.09.07","09.11.07",2007,64994,"30.09.2007",2007,3,"INDL","USD","2007Q3","2007Q3",17.76,9.495,5.156,30.29,"I",0.09
"53164",65009,"30.09.2007",1,2007,3,"2007Q3","2007Q3",1387.724,6809.981,95.524,65.551,3.051,2243.012,-75.391,755.303,3466.594,150.592,3495.237,744.602,3151.359,372.099,31.715,80.34,"BB",3533,3533,624.543,"http://www.sec.gov/Archives/edgar/data/1389050/0000950134-07-022868.txt",1389050,"10-Q","EXTERRAN HOLDINGS INC.","30.09.07","06.11.07",2007,65009,"30.09.2007",2007,3,"INDL","USD","2007Q3","2007Q3",77.94,-25.873,232.911,49.997,"A",0
"53169",65011,"30.09.2004",1,2004,3,"2004Q3","2004Q3",28.042,38.409,5.275,49.119,10.241,1.038,-0.876,24.512,35.721,-0.345,7.806,15.939,2.688,0,NA,1.83,"",2835,2835,568.7,"http://www.sec.gov/Archives/edgar/data/1038133/0001038133-04-000028.txt",1038133,"10-Q","HESKA CORP","30.09.04","15.11.04",2004,65011,"30.09.2004",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,1.31,0,"A",0
"53283",65042,"31.12.2006",1,2006,4,"2006Q4","2006Q4",11.779,27.03,0.448,71.488,5.364,8.496,-3.2,13.723,25.87,-2.269,10.608,8.055,1.16,0,0.345,1.72,"",3826,8734,604.5,"http://www.sec.gov/Archives/edgar/data/1038223/0001104659-07-022783.txt",1038223,"10-K","CLARIENT, INC","31.12.06","27.03.07",2006,65042,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,3.412,6.052,0,"I",0
"53294",65045,"30.06.2005",1,2005,2,"2005Q2","2005Q2",49.041,60.007,4.888,5.965,8.061,0.065,0.102,40.985,41.05,0.643,2.597,28.365,18.957,0,NA,8,"",7370,7370,582.6,"http://www.sec.gov/Archives/edgar/data/1020017/0000950129-05-008283.txt",1020017,"10-Q","I SECTOR CORP","30.06.05","15.08.05",2005,65045,"30.06.2005",2005,2,"INDL","USD","2005Q2","2005Q2",NA,4.352,0.317,0,"I",0
"53481",65158,"31.12.2004",1,2004,4,"2004Q4","2004Q4",16.995,65.48,9.882,5.105,7.832,12.6,1.243,9.297,27.878,NA,48.368,7.562,37.602,5.981,0.226,5.95,"",100,100,570.1,"http://www.sec.gov/Archives/edgar/data/1039213/0001104659-05-014215.txt",1039213,"10KSB","SCHEID VINEYARDS INC","31.12.04","31.03.05",2004,65158,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",5.5,0,3.339,2.038,"A",0
"53528",65220,"30.09.2004",1,2004,3,"2004Q3","2004Q3",18.906,210.643,3.542,21.974,0.305,47.228,3.39,30.883,95.562,8.983,184.736,12.274,115.081,16.365,0.865,9.59,"",1311,1311,568.7,"http://www.sec.gov/Archives/edgar/data/1040593/0001040593-04-000117.txt",1040593,"10-Q","CARRIZO OIL & GAS INC","30.09.04","15.11.04",2004,65220,"30.09.2004",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,58.954,NA,"A",0
"53589",65243,"31.03.2005",1,2005,1,"2005Q1","2005Q1",121.276,134.116,106.692,42.014,4.312,11.019,-14.662,23.24,34.259,-14.094,5.571,0.042,99.857,0,0.265,6.5,"",8731,8731,579,"http://www.sec.gov/Archives/edgar/data/907654/0001193125-05-102607.txt",907654,"10-Q","NUVELO INC","31.03.05","10.05.05",2005,65243,"31.03.2005",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,0.056,NA,"I",0
